,method,auc,xmin,xmax,x_occluded_fraction,f_remaining,imputer_pf,auc_diff,auc_normalized,auc_diff_normalized,auc_baseline,model,n_superpixel,identifier_exp
35,input_x_gradients,0.14753795492281208,0.0,1.0,"[0.         0.00984382 0.01971414 0.02956905 0.04952334 0.06940071
 0.0991674  0.12884726 0.1885883  0.25867068 0.36920088 0.51014349
 0.71158137 1.        ]","[0.69059197 0.66954835 0.6478939  0.63298395 0.60278067 0.54226087
 0.48045966 0.4317777  0.31216214 0.21618932 0.09950399 0.04285306
 0.0099765  0.00407096]",TrainSet,-0.032508522656055416,0.8194437175711178,-0.18055628242888225,0.1800464775788675,ResNet50,100,5
254,input_x_gradients,0.14844910063704195,0.0,0.8885509672619049,"[0.00000000e+00 1.79368622e-04 5.36910077e-04 1.07441805e-03
 1.96886958e-03 3.58019770e-03 6.79853582e-03 1.25233844e-02
 2.30774341e-02 4.25686251e-02 7.82953338e-02 1.43778168e-01
 2.64024567e-01 4.83971686e-01 8.88550967e-01]","[0.7595018  0.75925884 0.75409788 0.75049043 0.73624903 0.72712399
 0.6945762  0.67739777 0.64985114 0.6022139  0.54584318 0.39049474
 0.2036595  0.03472917 0.00120536]",ColorHistogram,0.004165771828438997,1.0288721632834312,0.028872163283431333,0.14428332880860295,timm_resnet50,5000,36
255,ig,0.15073462971475945,0.0,0.8884590906675167,"[0.00000000e+00 1.79368622e-04 5.37507972e-04 1.07501594e-03
 1.97006537e-03 3.58258929e-03 6.80703922e-03 1.25346779e-02
 2.30925808e-02 4.25893521e-02 7.83240327e-02 1.43858086e-01
 2.64093458e-01 4.83904988e-01 8.88459091e-01]","[0.7595018  0.75383278 0.75690285 0.74271569 0.7349843  0.72485992
 0.70490125 0.67955433 0.63147732 0.57391054 0.48923388 0.36206537
 0.21872592 0.0545697  0.0013088 ]",ColorHistogram,0.006451300906156504,1.0447127257142397,0.04471272571423957,0.14428332880860295,timm_resnet50,5000,36
259,input_x_gradients,0.16114893979230552,0.0,0.8885509672619049,"[0.00000000e+00 1.79368622e-04 5.36910077e-04 1.07441805e-03
 1.96886958e-03 3.58019770e-03 6.79853582e-03 1.25233844e-02
 2.30774341e-02 4.25686251e-02 7.82953338e-02 1.43778168e-01
 2.64024567e-01 4.83971686e-01 8.88550967e-01]","[0.7595018  0.76061496 0.75528085 0.75254037 0.72961992 0.72000797
 0.69002224 0.65807119 0.62513327 0.56980331 0.50471965 0.4086475
 0.26331036 0.04895391 0.00107511]",ConstantValueImputer,-0.002504963906311164,0.9846935279287669,-0.0153064720712332,0.16365390369861668,timm_resnet50,5000,37
260,random,0.16365390369861668,0.0,0.8894177827380951,"[0.00000000e+00 1.66214923e-04 5.02830038e-04 1.02000957e-03
 1.88934949e-03 3.46898916e-03 6.63278593e-03 1.22836947e-02
 2.26911937e-02 4.19919882e-02 7.74829932e-02 1.42723812e-01
 2.62831433e-01 4.83763818e-01 8.89417783e-01]","[0.7595018  0.75725046 0.75698424 0.756201   0.75865866 0.75222732
 0.73827171 0.73338861 0.71227316 0.63133142 0.50615521 0.42969537
 0.25910823 0.04177723 0.00115958]",ConstantValueImputer,0.0,1.0,0.0,0.16365390369861668,timm_resnet50,5000,37
36,ig_nt,0.16681980704954358,0.0,1.0,"[0.         0.00968371 0.01946236 0.02927396 0.04890937 0.06852679
 0.09828005 0.12799007 0.18770893 0.25785502 0.36867839 0.51016548
 0.71228868 1.        ]","[6.90591972e-01 6.67429511e-01 6.46872449e-01 6.32941740e-01
 5.98562700e-01 5.59583034e-01 4.93658547e-01 4.28315122e-01
 3.41706376e-01 2.51245212e-01 1.45605204e-01 6.28947143e-02
 3.19836690e-02 4.20180029e-05]",TrainSet,-0.013226670529323914,0.9265374657300357,-0.07346253426996431,0.1800464775788675,ResNet50,100,5
49,input_x_gradients,0.16849743288834715,0.0,1.0,"[0.         0.00984382 0.01971414 0.02956905 0.04952334 0.06940071
 0.0991674  0.12884726 0.1885883  0.25867068 0.36920088 0.51014349
 0.71158137 1.        ]","[0.69059197 0.67267033 0.65237056 0.64723013 0.61478386 0.57797829
 0.5096336  0.45844111 0.34598306 0.23854166 0.14756472 0.06073945
 0.02891701 0.00080717]",ConstantValueImputer,-0.03469365742836142,0.8292560103187333,-0.1707439896812667,0.20319109031670857,ResNet50,100,7
261,ig,0.16903298521964624,0.0,0.8884590906675167,"[0.00000000e+00 1.79368622e-04 5.37507972e-04 1.07501594e-03
 1.97006537e-03 3.58258929e-03 6.80703922e-03 1.25346779e-02
 2.30925808e-02 4.25893521e-02 7.83240327e-02 1.43858086e-01
 2.64093458e-01 4.83904988e-01 8.88459091e-01]","[0.7595018  0.75406284 0.75614055 0.74104145 0.72658715 0.71724301
 0.6958209  0.66462216 0.63423803 0.56008007 0.49477068 0.39787206
 0.29100091 0.06383786 0.00152342]",ConstantValueImputer,0.005379081521029561,1.0328686416850503,0.032868641685050305,0.16365390369861668,timm_resnet50,5000,37
262,ig_nt,0.16998981196175042,0.0,0.8883259592899663,"[0.00000000e+00 1.79368622e-04 5.37507972e-04 1.07548097e-03
 1.96993250e-03 3.58305432e-03 6.80909864e-03 1.25413212e-02
 2.31074617e-02 4.26263552e-02 7.84068080e-02 1.43984641e-01
 2.64306973e-01 4.83820286e-01 8.88325959e-01]","[0.7595018  0.76005556 0.75577311 0.75088999 0.7461634  0.73924938
 0.71678648 0.69482905 0.654998   0.55741892 0.44641556 0.36593354
 0.25564092 0.10029335 0.00301959]",ConstantValueImputer,0.006335908263133738,1.0387152895222218,0.03871528952222173,0.16365390369861668,timm_resnet50,5000,37
210,input_x_gradients,0.17117942093248797,0.0,1.0,"[0.         0.0020177  0.0040518  0.00607382 0.01013326 0.01823641
 0.02840382 0.04473314 0.06917251 0.10989311 0.1713642  0.2702179
 0.42212744 0.66299519 1.        ]","[7.59501803e-01 7.53178997e-01 7.52580284e-01 7.50678097e-01
 7.36767695e-01 7.22165736e-01 6.95359360e-01 6.67369995e-01
 6.22558373e-01 5.46468159e-01 4.32363781e-01 2.53971701e-01
 7.80900923e-02 3.93795374e-03 1.68951956e-05]",TrainSet,-0.044842956865286554,0.7924152241891094,-0.2075847758108907,0.21602237779777453,timm_resnet50,500,30
42,input_x_gradients,0.17578075132778423,0.0,1.0,"[0.         0.00984382 0.01971414 0.02956905 0.04952334 0.06940071
 0.0991674  0.12884726 0.1885883  0.25867068 0.36920088 0.51014349
 0.71158137 1.        ]","[0.69059197 0.66792855 0.65811777 0.65183843 0.62573624 0.59474109
 0.52609038 0.47807281 0.37958528 0.25177265 0.14658002 0.0636004
 0.03482269 0.0009122 ]",ColorHistogram,-0.04441436758303688,0.7982954036277949,-0.2017045963722051,0.2201951189108211,ResNet50,100,6
37,ig,0.17915503597301552,0.0,1.0,"[0.         0.00985445 0.01976994 0.0296483  0.04941718 0.06922181
 0.09898537 0.12868908 0.18868084 0.25877299 0.36951272 0.51104505
 0.71216338 1.        ]","[6.90591972e-01 6.73381657e-01 6.57667679e-01 6.32409156e-01
 5.85265317e-01 5.55142746e-01 5.03830880e-01 4.53163343e-01
 3.67898195e-01 2.73556049e-01 1.78893919e-01 8.80458665e-02
 2.55381778e-02 9.44585034e-05]",TrainSet,-0.0008914416058519725,0.9950488250709516,-0.004951174929048449,0.1800464775788675,ResNet50,100,5
38,random,0.1800464775788675,0.0,1.0,"[0.         0.00983903 0.01969527 0.0297255  0.04955337 0.06945219
 0.09951019 0.12959064 0.189621   0.25944555 0.36966445 0.51005401
 0.71032911 1.        ]","[6.90591972e-01 6.83180841e-01 6.77787991e-01 6.59379273e-01
 6.36642424e-01 6.15860035e-01 5.83489058e-01 5.16021812e-01
 4.09341243e-01 3.05178109e-01 1.56841544e-01 5.15632372e-02
 8.21415982e-03 1.11751862e-04]",TrainSet,0.0,1.0,0.0,0.1800464775788675,ResNet50,100,5
